values	x	y
0.07492971	7.5	24.5
0.08489768	8.5	24.5
0.09485717	9.5	24.5
0.1048072	10.5	24.5
0.1147467	11.5	24.5
0.1246747	12.5	24.5
0.1345903	13.5	24.5
0.1444924	14.5	24.5
0.1543801	15.5	24.5
0.1642523	16.5	24.5
0.1741081	17.5	24.5
0.1839465	18.5	24.5
0.1937665	19.5	24.5
0.2035672	20.5	24.5
0.2133474	21.5	24.5
0.2231064	22.5	24.5
0.232843	23.5	24.5
0.2425563	24.5	24.5
0.2522454	25.5	24.5
0.2619093	26.5	24.5
0.2715469	27.5	24.5
0.2811575	28.5	24.5
0.2907399	29.5	24.5
0.3002932	30.5	24.5
0.3098165	31.5	24.5
0.3193088	32.5	24.5
0.3287692	33.5	24.5
0.3381967	34.5	24.5
0.3475904	35.5	24.5
0.3569493	36.5	24.5
0.3662725	37.5	24.5
0.3755592	38.5	24.5
0.3848082	39.5	24.5
0.3940188	40.5	24.5
0.4031899	41.5	24.5
0.4123208	42.5	24.5
0.4214104	43.5	24.5
0.4304579	44.5	24.5
0.4394623	45.5	24.5
0.4484228	46.5	24.5
0.4573385	47.5	24.5
0.4662084	48.5	24.5
0.4750316	49.5	24.5
0.4838074	50.5	24.5
0.4925348	51.5	24.5
0.501213	52.5	24.5
0.509841	53.5	24.5
0.5184181	54.5	24.5
0.5269433	55.5	24.5
0.5354158	56.5	24.5
0.5438348	57.5	24.5
0.5521994	58.5	24.5
0.5605087	59.5	24.5
0.5687621	60.5	24.5
0.5769585	61.5	24.5
0.5850973	62.5	24.5
0.5931775	63.5	24.5
0.6011984	64.5	24.5
0.6091592	65.5	24.5
0.6170591	66.5	24.5
0.6248973	67.5	24.5
0.632673	68.5	24.5
0.6403854	69.5	24.5
0.6480339	70.5	24.5
0.6556174	71.5	24.5
0.6631355	72.5	24.5
0.6705872	73.5	24.5
0.6779718	74.5	24.5
0.6852887	75.5	24.5
0.692537	76.5	24.5
0.6997161	77.5	24.5
0.7068252	78.5	24.5
0.7138636	79.5	24.5
0.7208306	80.5	24.5
0.7277256	81.5	24.5
0.7345478	82.5	24.5
0.7412965	83.5	24.5
0.7479711	84.5	24.5
0.7545709	85.5	24.5
0.7610953	86.5	24.5
0.7675435	87.5	24.5
0.773915	88.5	24.5
0.7802091	89.5	24.5
0.7864252	90.5	24.5
0.7925626	91.5	24.5
0.7986208	92.5	24.5
0.8045991	93.5	24.5
0.8104969	94.5	24.5
0.8163137	95.5	24.5
0.8220489	96.5	24.5
0.8277019	97.5	24.5
0.8332721	98.5	24.5
0.8387589	99.5	24.5
0.004999979	0.5	23.5
0.01499944	1.5	23.5
0.0249974	2.5	23.5
0.03499286	3.5	23.5
0.04498481	4.5	23.5
0.05497228	5.5	23.5
0.06495424	6.5	23.5
0.07492971	7.5	23.5
0.08489768	8.5	23.5
0.09485717	9.5	23.5
0.1048072	10.5	23.5
0.1147467	11.5	23.5
0.1246747	12.5	23.5
0.1345903	13.5	23.5
0.1444924	14.5	23.5
0.1543801	15.5	23.5
0.1642523	16.5	23.5
0.1741081	17.5	23.5
0.1839465	18.5	23.5
0.1937665	19.5	23.5
0.2035672	20.5	23.5
0.2133474	21.5	23.5
0.2231064	22.5	23.5
0.232843	23.5	23.5
0.2425563	24.5	23.5
0.2522454	25.5	23.5
0.2619093	26.5	23.5
0.2715469	27.5	23.5
0.2811575	28.5	23.5
0.2907399	29.5	23.5
0.3002932	30.5	23.5
0.3098165	31.5	23.5
0.3193088	32.5	23.5
0.3287692	33.5	23.5
0.3381967	34.5	23.5
0.3475904	35.5	23.5
0.3569493	36.5	23.5
0.3662725	37.5	23.5
0.3755592	38.5	23.5
0.3848082	39.5	23.5
0.3940188	40.5	23.5
0.4031899	41.5	23.5
0.4123208	42.5	23.5
0.4214104	43.5	23.5
0.4304579	44.5	23.5
0.4394623	45.5	23.5
0.4484228	46.5	23.5
0.4573385	47.5	23.5
0.4662084	48.5	23.5
0.4750316	49.5	23.5
0.4838074	50.5	23.5
0.4925348	51.5	23.5
0.501213	52.5	23.5
0.509841	53.5	23.5
0.5184181	54.5	23.5
0.5269433	55.5	23.5
0.5354158	56.5	23.5
0.5438348	57.5	23.5
0.5521994	58.5	23.5
0.5605087	59.5	23.5
0.5687621	60.5	23.5
0.5769585	61.5	23.5
0.5850973	62.5	23.5
0.5931775	63.5	23.5
0.6011984	64.5	23.5
0.6091592	65.5	23.5
0.6170591	66.5	23.5
0.6248973	67.5	23.5
0.632673	68.5	23.5
0.6403854	69.5	23.5
0.6480339	70.5	23.5
0.6556174	71.5	23.5
0.6631355	72.5	23.5
0.6705872	73.5	23.5
0.6779718	74.5	23.5
0.6852887	75.5	23.5
0.692537	76.5	23.5
0.6997161	77.5	23.5
0.7068252	78.5	23.5
0.7138636	79.5	23.5
0.7208306	80.5	23.5
0.7277256	81.5	23.5
0.7345478	82.5	23.5
0.7412965	83.5	23.5
0.7479711	84.5	23.5
0.7545709	85.5	23.5
0.7610953	86.5	23.5
0.7675435	87.5	23.5
0.773915	88.5	23.5
0.7802091	89.5	23.5
0.7864252	90.5	23.5
0.7925626	91.5	23.5
0.7986208	92.5	23.5
0.8045991	93.5	23.5
0.8104969	94.5	23.5
0.8163137	95.5	23.5
0.8220489	96.5	23.5
0.8277019	97.5	23.5
0.8332721	98.5	23.5
0.8387589	99.5	23.5
0.004999979	0.5	22.5
0.01499944	1.5	22.5
0.0249974	2.5	22.5
0.03499286	3.5	22.5
0.04498481	4.5	22.5
0.05497228	5.5	22.5
0.06495424	6.5	22.5
0.07492971	7.5	22.5
0.08489768	8.5	22.5
0.09485717	9.5	22.5
0.1048072	10.5	22.5
0.1147467	11.5	22.5
0.1246747	12.5	22.5
0.1345903	13.5	22.5
0.1444924	14.5	22.5
0.1543801	15.5	22.5
0.1642523	16.5	22.5
0.1741081	17.5	22.5
0.1839465	18.5	22.5
0.1937665	19.5	22.5
0.2035672	20.5	22.5
0.2133474	21.5	22.5
0.2231064	22.5	22.5
0.232843	23.5	22.5
0.2425563	24.5	22.5
0.2522454	25.5	22.5
0.2619093	26.5	22.5
0.2715469	27.5	22.5
0.2811575	28.5	22.5
0.2907399	29.5	22.5
0.3002932	30.5	22.5
0.3098165	31.5	22.5
0.3193088	32.5	22.5
0.3287692	33.5	22.5
0.3381967	34.5	22.5
0.3475904	35.5	22.5
0.3569493	36.5	22.5
0.3662725	37.5	22.5
0.3755592	38.5	22.5
0.3848082	39.5	22.5
0.3940188	40.5	22.5
0.4031899	41.5	22.5
0.4123208	42.5	22.5
0.4214104	43.5	22.5
0.4304579	44.5	22.5
0.4394623	45.5	22.5
0.4484228	46.5	22.5
0.4573385	47.5	22.5
0.4662084	48.5	22.5
0.4750316	49.5	22.5
0.4838074	50.5	22.5
0.4925348	51.5	22.5
0.501213	52.5	22.5
0.509841	53.5	22.5
0.5184181	54.5	22.5
0.5269433	55.5	22.5
0.5354158	56.5	22.5
0.5438348	57.5	22.5
0.5521994	58.5	22.5
0.5605087	59.5	22.5
0.5687621	60.5	22.5
0.5769585	61.5	22.5
0.5850973	62.5	22.5
0.5931775	63.5	22.5
0.6011984	64.5	22.5
0.6091592	65.5	22.5
0.6170591	66.5	22.5
0.6248973	67.5	22.5
0.632673	68.5	22.5
0.6403854	69.5	22.5
0.6480339	70.5	22.5
0.6556174	71.5	22.5
0.6631355	72.5	22.5
0.6705872	73.5	22.5
0.6779718	74.5	22.5
0.6852887	75.5	22.5
0.692537	76.5	22.5
0.6997161	77.5	22.5
0.7068252	78.5	22.5
0.7138636	79.5	22.5
0.7208306	80.5	22.5
0.7277256	81.5	22.5
0.7345478	82.5	22.5
0.7412965	83.5	22.5
0.7479711	84.5	22.5
0.7545709	85.5	22.5
0.7610953	86.5	22.5
0.7675435	87.5	22.5
0.773915	88.5	22.5
0.7802091	89.5	22.5
0.7864252	90.5	22.5
0.7925626	91.5	22.5
0.7986208	92.5	22.5
0.8045991	93.5	22.5
0.8104969	94.5	22.5
0.8163137	95.5	22.5
0.8220489	96.5	22.5
0.8277019	97.5	22.5
0.8332721	98.5	22.5
0.8387589	99.5	22.5
0.004999979	0.5	21.5
0.01499944	1.5	21.5
0.0249974	2.5	21.5
0.03499286	3.5	21.5
0.04498481	4.5	21.5
0.05497228	5.5	21.5
0.06495424	6.5	21.5
0.07492971	7.5	21.5
0.08489768	8.5	21.5
0.09485717	9.5	21.5
0.1048072	10.5	21.5
0.1147467	11.5	21.5
0.1246747	12.5	21.5
0.1345903	13.5	21.5
0.1444924	14.5	21.5
0.1543801	15.5	21.5
0.1642523	16.5	21.5
0.1741081	17.5	21.5
0.1839465	18.5	21.5
0.1937665	19.5	21.5
0.2035672	20.5	21.5
0.2133474	21.5	21.5
0.2231064	22.5	21.5
0.232843	23.5	21.5
0.2425563	24.5	21.5
0.2522454	25.5	21.5
0.2619093	26.5	21.5
0.2715469	27.5	21.5
0.2811575	28.5	21.5
0.2907399	29.5	21.5
0.3002932	30.5	21.5
0.3098165	31.5	21.5
0.3193088	32.5	21.5
0.3287692	33.5	21.5
0.3381967	34.5	21.5
0.3475904	35.5	21.5
0.3569493	36.5	21.5
0.3662725	37.5	21.5
0.3755592	38.5	21.5
0.3848082	39.5	21.5
0.3940188	40.5	21.5
0.4031899	41.5	21.5
0.4123208	42.5	21.5
0.4214104	43.5	21.5
0.4304579	44.5	21.5
0.4394623	45.5	21.5
0.4484228	46.5	21.5
0.4573385	47.5	21.5
0.4662084	48.5	21.5
0.4750316	49.5	21.5
0.4838074	50.5	21.5
0.4925348	51.5	21.5
0.501213	52.5	21.5
0.509841	53.5	21.5
0.5184181	54.5	21.5
0.5269433	55.5	21.5
0.5354158	56.5	21.5
0.5438348	57.5	21.5
0.5521994	58.5	21.5
0.5605087	59.5	21.5
0.5687621	60.5	21.5
0.5769585	61.5	21.5
0.5850973	62.5	21.5
0.5931775	63.5	21.5
0.6011984	64.5	21.5
0.6091592	65.5	21.5
0.6170591	66.5	21.5
0.6248973	67.5	21.5
0.632673	68.5	21.5
0.6403854	69.5	21.5
0.6480339	70.5	21.5
0.6556174	71.5	21.5
0.6631355	72.5	21.5
0.6705872	73.5	21.5
0.6779718	74.5	21.5
0.6852887	75.5	21.5
0.692537	76.5	21.5
0.6997161	77.5	21.5
0.7068252	78.5	21.5
0.7138636	79.5	21.5
0.7208306	80.5	21.5
0.7277256	81.5	21.5
0.7345478	82.5	21.5
0.7412965	83.5	21.5
0.7479711	84.5	21.5
0.7545709	85.5	21.5
0.7610953	86.5	21.5
0.7675435	87.5	21.5
0.773915	88.5	21.5
0.7802091	89.5	21.5
0.7864252	90.5	21.5
0.7925626	91.5	21.5
0.7986208	92.5	21.5
0.8045991	93.5	21.5
0.8104969	94.5	21.5
0.8163137	95.5	21.5
0.8220489	96.5	21.5
0.8277019	97.5	21.5
0.8332721	98.5	21.5
0.8387589	99.5	21.5
0.004999979	0.5	20.5
0.01499944	1.5	20.5
0.0249974	2.5	20.5
0.03499286	3.5	20.5
0.04498481	4.5	20.5
0.05497228	5.5	20.5
0.06495424	6.5	20.5
0.07492971	7.5	20.5
0.08489768	8.5	20.5
0.09485717	9.5	20.5
0.1048072	10.5	20.5
0.1147467	11.5	20.5
0.1246747	12.5	20.5
0.1345903	13.5	20.5
0.1444924	14.5	20.5
0.1543801	15.5	20.5
0.1642523	16.5	20.5
0.1741081	17.5	20.5
0.1839465	18.5	20.5
0.1937665	19.5	20.5
0.2035672	20.5	20.5
0.2133474	21.5	20.5
0.2231064	22.5	20.5
0.232843	23.5	20.5
0.2425563	24.5	20.5
0.2522454	25.5	20.5
0.2619093	26.5	20.5
0.2715469	27.5	20.5
0.2811575	28.5	20.5
0.2907399	29.5	20.5
0.3002932	30.5	20.5
0.3098165	31.5	20.5
0.3193088	32.5	20.5
0.3287692	33.5	20.5
0.3381967	34.5	20.5
0.3475904	35.5	20.5
0.3569493	36.5	20.5
0.3662725	37.5	20.5
0.3755592	38.5	20.5
0.3848082	39.5	20.5
0.3940188	40.5	20.5
0.4031899	41.5	20.5
0.4123208	42.5	20.5
0.4214104	43.5	20.5
0.4304579	44.5	20.5
0.4394623	45.5	20.5
0.4484228	46.5	20.5
0.4573385	47.5	20.5
0.4662084	48.5	20.5
0.4750316	49.5	20.5
0.4838074	50.5	20.5
0.4925348	51.5	20.5
0.501213	52.5	20.5
0.509841	53.5	20.5
0.5184181	54.5	20.5
0.5269433	55.5	20.5
0.5354158	56.5	20.5
0.5438348	57.5	20.5
0.5521994	58.5	20.5
0.5605087	59.5	20.5
0.5687621	60.5	20.5
0.5769585	61.5	20.5
0.5850973	62.5	20.5
0.5931775	63.5	20.5
0.6011984	64.5	20.5
0.6091592	65.5	20.5
0.6170591	66.5	20.5
0.6248973	67.5	20.5
0.632673	68.5	20.5
0.6403854	69.5	20.5
0.6480339	70.5	20.5
0.6556174	71.5	20.5
0.6631355	72.5	20.5
0.6705872	73.5	20.5
0.6779718	74.5	20.5
0.6852887	75.5	20.5
0.692537	76.5	20.5
0.6997161	77.5	20.5
0.7068252	78.5	20.5
0.7138636	79.5	20.5
0.7208306	80.5	20.5
0.7277256	81.5	20.5
0.7345478	82.5	20.5
0.7412965	83.5	20.5
0.7479711	84.5	20.5
0.7545709	85.5	20.5
0.7610953	86.5	20.5
0.7675435	87.5	20.5
0.773915	88.5	20.5
0.7802091	89.5	20.5
0.7864252	90.5	20.5
0.7925626	91.5	20.5
0.7986208	92.5	20.5
0.8045991	93.5	20.5
0.8104969	94.5	20.5
0.8163137	95.5	20.5
0.8220489	96.5	20.5
0.8277019	97.5	20.5
0.8332721	98.5	20.5
0.8387589	99.5	20.5
0.004999979	0.5	19.5
0.01499944	1.5	19.5
0.0249974	2.5	19.5
0.03499286	3.5	19.5
0.04498481	4.5	19.5
0.05497228	5.5	19.5
0.06495424	6.5	19.5
0.07492971	7.5	19.5
0.08489768	8.5	19.5
0.09485717	9.5	19.5
0.1048072	10.5	19.5
0.1147467	11.5	19.5
0.1246747	12.5	19.5
0.1345903	13.5	19.5
0.1444924	14.5	19.5
0.1543801	15.5	19.5
0.1642523	16.5	19.5
0.1741081	17.5	19.5
0.1839465	18.5	19.5
0.1937665	19.5	19.5
0.2035672	20.5	19.5
0.2133474	21.5	19.5
0.2231064	22.5	19.5
0.232843	23.5	19.5
0.2425563	24.5	19.5
0.2522454	25.5	19.5
0.2619093	26.5	19.5
0.2715469	27.5	19.5
0.2811575	28.5	19.5
0.2907399	29.5	19.5
0.3002932	30.5	19.5
0.3098165	31.5	19.5
0.3193088	32.5	19.5
0.3287692	33.5	19.5
0.3381967	34.5	19.5
0.3475904	35.5	19.5
0.3569493	36.5	19.5
0.3662725	37.5	19.5
0.3755592	38.5	19.5
0.3848082	39.5	19.5
0.3940188	40.5	19.5
0.4031899	41.5	19.5
0.4123208	42.5	19.5
0.4214104	43.5	19.5
0.4304579	44.5	19.5
0.4394623	45.5	19.5
0.4484228	46.5	19.5
0.4573385	47.5	19.5
0.4662084	48.5	19.5
0.4750316	49.5	19.5
0.4838074	50.5	19.5
0.4925348	51.5	19.5
0.501213	52.5	19.5
0.509841	53.5	19.5
0.5184181	54.5	19.5
0.5269433	55.5	19.5
0.5354158	56.5	19.5
0.5438348	57.5	19.5
0.5521994	58.5	19.5
0.5605087	59.5	19.5
0.5687621	60.5	19.5
0.5769585	61.5	19.5
0.5850973	62.5	19.5
0.5931775	63.5	19.5
0.6011984	64.5	19.5
0.6091592	65.5	19.5
0.6170591	66.5	19.5
0.6248973	67.5	19.5
0.632673	68.5	19.5
0.6403854	69.5	19.5
0.6480339	70.5	19.5
0.6556174	71.5	19.5
0.6631355	72.5	19.5
0.6705872	73.5	19.5
0.6779718	74.5	19.5
0.6852887	75.5	19.5
0.692537	76.5	19.5
0.6997161	77.5	19.5
0.7068252	78.5	19.5
0.7138636	79.5	19.5
0.7208306	80.5	19.5
0.7277256	81.5	19.5
0.7345478	82.5	19.5
0.7412965	83.5	19.5
0.7479711	84.5	19.5
0.7545709	85.5	19.5
0.7610953	86.5	19.5
0.7675435	87.5	19.5
0.773915	88.5	19.5
0.7802091	89.5	19.5
0.7864252	90.5	19.5
0.7925626	91.5	19.5
0.7986208	92.5	19.5
0.8045991	93.5	19.5
0.8104969	94.5	19.5
0.8163137	95.5	19.5
0.8220489	96.5	19.5
0.8277019	97.5	19.5
0.8332721	98.5	19.5
0.8387589	99.5	19.5
0.004999979	0.5	18.5
0.01499944	1.5	18.5
0.0249974	2.5	18.5
0.03499286	3.5	18.5
0.04498481	4.5	18.5
0.05497228	5.5	18.5
0.06495424	6.5	18.5
0.07492971	7.5	18.5
0.08489768	8.5	18.5
0.09485717	9.5	18.5
0.1048072	10.5	18.5
0.1147467	11.5	18.5
0.1246747	12.5	18.5
0.1345903	13.5	18.5
0.1444924	14.5	18.5
0.1543801	15.5	18.5
0.1642523	16.5	18.5
0.1741081	17.5	18.5
0.1839465	18.5	18.5
0.1937665	19.5	18.5
0.2035672	20.5	18.5
0.2133474	21.5	18.5
0.2231064	22.5	18.5
0.232843	23.5	18.5
0.2425563	24.5	18.5
0.2522454	25.5	18.5
0.2619093	26.5	18.5
0.2715469	27.5	18.5
0.2811575	28.5	18.5
0.2907399	29.5	18.5
0.3002932	30.5	18.5
0.3098165	31.5	18.5
0.3193088	32.5	18.5
0.3287692	33.5	18.5
0.3381967	34.5	18.5
0.3475904	35.5	18.5
0.3569493	36.5	18.5
0.3662725	37.5	18.5
0.3755592	38.5	18.5
0.3848082	39.5	18.5
0.3940188	40.5	18.5
0.4031899	41.5	18.5
0.4123208	42.5	18.5
0.4214104	43.5	18.5
0.4304579	44.5	18.5
0.4394623	45.5	18.5
0.4484228	46.5	18.5
0.4573385	47.5	18.5
0.4662084	48.5	18.5
0.4750316	49.5	18.5
0.4838074	50.5	18.5
0.4925348	51.5	18.5
0.501213	52.5	18.5
0.509841	53.5	18.5
0.5184181	54.5	18.5
0.5269433	55.5	18.5
0.5354158	56.5	18.5
0.5438348	57.5	18.5
0.5521994	58.5	18.5
0.5605087	59.5	18.5
0.5687621	60.5	18.5
0.5769585	61.5	18.5
0.5850973	62.5	18.5
0.5931775	63.5	18.5
0.6011984	64.5	18.5
0.6091592	65.5	18.5
0.6170591	66.5	18.5
0.6248973	67.5	18.5
0.632673	68.5	18.5
0.6403854	69.5	18.5
0.6480339	70.5	18.5
0.6556174	71.5	18.5
0.6631355	72.5	18.5
0.6705872	73.5	18.5
0.6779718	74.5	18.5
0.6852887	75.5	18.5
0.692537	76.5	18.5
0.6997161	77.5	18.5
0.7068252	78.5	18.5
0.7138636	79.5	18.5
0.7208306	80.5	18.5
0.7277256	81.5	18.5
0.7345478	82.5	18.5
0.7412965	83.5	18.5
0.7479711	84.5	18.5
0.7545709	85.5	18.5
0.7610953	86.5	18.5
0.7675435	87.5	18.5
0.773915	88.5	18.5
0.7802091	89.5	18.5
0.7864252	90.5	18.5
0.7925626	91.5	18.5
0.7986208	92.5	18.5
0.8045991	93.5	18.5
0.8104969	94.5	18.5
0.8163137	95.5	18.5
0.8220489	96.5	18.5
0.8277019	97.5	18.5
0.8332721	98.5	18.5
0.8387589	99.5	18.5
0.004999979	0.5	17.5
0.01499944	1.5	17.5
0.0249974	2.5	17.5
0.03499286	3.5	17.5
0.04498481	4.5	17.5
0.05497228	5.5	17.5
0.06495424	6.5	17.5
0.07492971	7.5	17.5
0.08489768	8.5	17.5
0.09485717	9.5	17.5
0.1048072	10.5	17.5
0.1147467	11.5	17.5
0.1246747	12.5	17.5
0.1345903	13.5	17.5
0.1444924	14.5	17.5
0.1543801	15.5	17.5
0.1642523	16.5	17.5
0.1741081	17.5	17.5
0.1839465	18.5	17.5
0.1937665	19.5	17.5
0.2035672	20.5	17.5
0.2133474	21.5	17.5
0.2231064	22.5	17.5
0.232843	23.5	17.5
0.2425563	24.5	17.5
0.2522454	25.5	17.5
0.2619093	26.5	17.5
0.2715469	27.5	17.5
0.2811575	28.5	17.5
0.2907399	29.5	17.5
0.3002932	30.5	17.5
0.3098165	31.5	17.5
0.3193088	32.5	17.5
0.3287692	33.5	17.5
0.3381967	34.5	17.5
0.3475904	35.5	17.5
0.3569493	36.5	17.5
0.3662725	37.5	17.5
0.3755592	38.5	17.5
0.3848082	39.5	17.5
0.3940188	40.5	17.5
0.4031899	41.5	17.5
0.4123208	42.5	17.5
0.4214104	43.5	17.5
0.4304579	44.5	17.5
0.4394623	45.5	17.5
0.4484228	46.5	17.5
0.4573385	47.5	17.5
0.4662084	48.5	17.5
0.4750316	49.5	17.5
0.4838074	50.5	17.5
0.4925348	51.5	17.5
0.501213	52.5	17.5
0.509841	53.5	17.5
0.5184181	54.5	17.5
0.5269433	55.5	17.5
0.5354158	56.5	17.5
0.5438348	57.5	17.5
0.5521994	58.5	17.5
0.5605087	59.5	17.5
0.5687621	60.5	17.5
0.5769585	61.5	17.5
0.5850973	62.5	17.5
0.5931775	63.5	17.5
0.6011984	64.5	17.5
0.6091592	65.5	17.5
0.6170591	66.5	17.5
0.6248973	67.5	17.5
0.632673	68.5	17.5
0.6403854	69.5	17.5
0.6480339	70.5	17.5
0.6556174	71.5	17.5
0.6631355	72.5	17.5
0.6705872	73.5	17.5
0.6779718	74.5	17.5
0.6852887	75.5	17.5
0.692537	76.5	17.5
0.6997161	77.5	17.5
0.7068252	78.5	17.5
0.7138636	79.5	17.5
0.7208306	80.5	17.5
0.7277256	81.5	17.5
0.7345478	82.5	17.5
0.7412965	83.5	17.5
0.7479711	84.5	17.5
0.7545709	85.5	17.5
0.7610953	86.5	17.5
0.7675435	87.5	17.5
0.773915	88.5	17.5
0.7802091	89.5	17.5
0.7864252	90.5	17.5
0.7925626	91.5	17.5
0.7986208	92.5	17.5
0.8045991	93.5	17.5
0.8104969	94.5	17.5
0.8163137	95.5	17.5
0.8220489	96.5	17.5
0.8277019	97.5	17.5
0.8332721	98.5	17.5
0.8387589	99.5	17.5
0.004999979	0.5	16.5
0.01499944	1.5	16.5
0.0249974	2.5	16.5
0.03499286	3.5	16.5
0.04498481	4.5	16.5
0.05497228	5.5	16.5
0.06495424	6.5	16.5
0.07492971	7.5	16.5
0.08489768	8.5	16.5
0.09485717	9.5	16.5
0.1048072	10.5	16.5
0.1147467	11.5	16.5
0.1246747	12.5	16.5
0.1345903	13.5	16.5
0.1444924	14.5	16.5
0.1543801	15.5	16.5
0.1642523	16.5	16.5
0.1741081	17.5	16.5
0.1839465	18.5	16.5
0.1937665	19.5	16.5
0.2035672	20.5	16.5
0.2133474	21.5	16.5
0.2231064	22.5	16.5
0.232843	23.5	16.5
0.2425563	24.5	16.5
0.2522454	25.5	16.5
0.2619093	26.5	16.5
0.2715469	27.5	16.5
0.2811575	28.5	16.5
0.2907399	29.5	16.5
0.3002932	30.5	16.5
0.3098165	31.5	16.5
0.3193088	32.5	16.5
0.3287692	33.5	16.5
0.3381967	34.5	16.5
0.3475904	35.5	16.5
0.3569493	36.5	16.5
0.3662725	37.5	16.5
0.3755592	38.5	16.5
0.3848082	39.5	16.5
0.3940188	40.5	16.5
0.4031899	41.5	16.5
0.4123208	42.5	16.5
0.4214104	43.5	16.5
0.4304579	44.5	16.5
0.4394623	45.5	16.5
0.4484228	46.5	16.5
0.4573385	47.5	16.5
0.4662084	48.5	16.5
0.4750316	49.5	16.5
0.4838074	50.5	16.5
0.4925348	51.5	16.5
0.501213	52.5	16.5
0.509841	53.5	16.5
0.5184181	54.5	16.5
0.5269433	55.5	16.5
0.5354158	56.5	16.5
0.5438348	57.5	16.5
0.5521994	58.5	16.5
0.5605087	59.5	16.5
0.5687621	60.5	16.5
0.5769585	61.5	16.5
0.5850973	62.5	16.5
0.5931775	63.5	16.5
0.6011984	64.5	16.5
0.6091592	65.5	16.5
0.6170591	66.5	16.5
0.6248973	67.5	16.5
0.632673	68.5	16.5
0.6403854	69.5	16.5
0.6480339	70.5	16.5
0.6556174	71.5	16.5
0.6631355	72.5	16.5
0.6705872	73.5	16.5
0.6779718	74.5	16.5
0.6852887	75.5	16.5
0.692537	76.5	16.5
0.6997161	77.5	16.5
0.7068252	78.5	16.5
0.7138636	79.5	16.5
0.7208306	80.5	16.5
0.7277256	81.5	16.5
0.7345478	82.5	16.5
0.7412965	83.5	16.5
0.7479711	84.5	16.5
0.7545709	85.5	16.5
0.7610953	86.5	16.5
0.7675435	87.5	16.5
0.773915	88.5	16.5
0.7802091	89.5	16.5
0.7864252	90.5	16.5
0.7925626	91.5	16.5
0.7986208	92.5	16.5
0.8045991	93.5	16.5
0.8104969	94.5	16.5
0.8163137	95.5	16.5
0.8220489	96.5	16.5
0.8277019	97.5	16.5
0.8332721	98.5	16.5
0.8387589	99.5	16.5
0.004999979	0.5	15.5
0.01499944	1.5	15.5
0.0249974	2.5	15.5
0.03499286	3.5	15.5
0.04498481	4.5	15.5
0.05497228	5.5	15.5
0.06495424	6.5	15.5
0.07492971	7.5	15.5
0.08489768	8.5	15.5
0.09485717	9.5	15.5
0.1048072	10.5	15.5
0.1147467	11.5	15.5
0.1246747	12.5	15.5
0.1345903	13.5	15.5
0.1444924	14.5	15.5
0.1543801	15.5	15.5
0.1642523	16.5	15.5
0.1741081	17.5	15.5
0.1839465	18.5	15.5
0.1937665	19.5	15.5
0.2035672	20.5	15.5
0.2133474	21.5	15.5
0.2231064	22.5	15.5
0.232843	23.5	15.5
0.2425563	24.5	15.5
0.2522454	25.5	15.5
0.2619093	26.5	15.5
0.2715469	27.5	15.5
0.2811575	28.5	15.5
0.2907399	29.5	15.5
0.3002932	30.5	15.5
0.3098165	31.5	15.5
0.3193088	32.5	15.5
0.3287692	33.5	15.5
0.3381967	34.5	15.5
0.3475904	35.5	15.5
0.3569493	36.5	15.5
0.3662725	37.5	15.5
0.3755592	38.5	15.5
0.3848082	39.5	15.5
0.3940188	40.5	15.5
0.4031899	41.5	15.5
0.4123208	42.5	15.5
0.4214104	43.5	15.5
0.4304579	44.5	15.5
0.4394623	45.5	15.5
0.4484228	46.5	15.5
0.4573385	47.5	15.5
0.4662084	48.5	15.5
0.4750316	49.5	15.5
0.4838074	50.5	15.5
0.4925348	51.5	15.5
0.501213	52.5	15.5
0.509841	53.5	15.5
0.5184181	54.5	15.5
0.5269433	55.5	15.5
0.5354158	56.5	15.5
0.5438348	57.5	15.5
0.5521994	58.5	15.5
0.5605087	59.5	15.5
0.5687621	60.5	15.5
0.5769585	61.5	15.5
0.5850973	62.5	15.5
0.5931775	63.5	15.5
0.6011984	64.5	15.5
0.6091592	65.5	15.5
0.6170591	66.5	15.5
0.6248973	67.5	15.5
0.632673	68.5	15.5
0.6403854	69.5	15.5
0.6480339	70.5	15.5
0.6556174	71.5	15.5
0.6631355	72.5	15.5
0.6705872	73.5	15.5
0.6779718	74.5	15.5
0.6852887	75.5	15.5
0.692537	76.5	15.5
0.6997161	77.5	15.5
0.7068252	78.5	15.5
0.7138636	79.5	15.5
0.7208306	80.5	15.5
0.7277256	81.5	15.5
0.7345478	82.5	15.5
0.7412965	83.5	15.5
0.7479711	84.5	15.5
0.7545709	85.5	15.5
0.7610953	86.5	15.5
0.7675435	87.5	15.5
0.773915	88.5	15.5
0.7802091	89.5	15.5
0.7864252	90.5	15.5
0.7925626	91.5	15.5
0.7986208	92.5	15.5
0.8045991	93.5	15.5
0.8104969	94.5	15.5
0.8163137	95.5	15.5
0.8220489	96.5	15.5
0.8277019	97.5	15.5
0.8332721	98.5	15.5
0.8387589	99.5	15.5
0.004999979	0.5	14.5
0.01499944	1.5	14.5
0.0249974	2.5	14.5
0.03499286	3.5	14.5
0.04498481	4.5	14.5
0.05497228	5.5	14.5
0.06495424	6.5	14.5
0.07492971	7.5	14.5
0.08489768	8.5	14.5
0.09485717	9.5	14.5
